gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	RES.test_statistic	RES.p_value	OR
GUCY1B1	[2,1,1,0]	[4554,203,800,2056]	[0,1,0,2]	[7077,2074,3439,7257]	3.2007e+00	7.3607e-02	5.5377e+00
GUCY2C	[1,0,0,2]	[4555,204,801,2054]	[1,2,0,2]	[7076,2073,3439,7257]	3.2307e-01	5.6977e-01	2.1416e+00
GUCY2D	[0,1,0,0]	[4556,203,801,2056]	[2,0,0,3]	[7075,2075,3439,7256]	1.1381e-03	9.7309e-01	6.2990e-01
GUCY2F	[4,0,1,4]	[4552,204,800,2052]	[11,3,2,5]	[7066,2072,3437,7254]	6.6293e-03	9.3511e-01	1.0502e+00
GUF1	[8,0,0,1]	[4548,204,801,2055]	[7,1,0,2]	[7070,2074,3439,7257]	8.4248e-01	3.5869e-01	1.7265e+00
GUK1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,3]	[7077,2075,3439,7256]	5.0970e-02	8.2138e-01	0.0000e+00
GULP1	[3,0,0,1]	[4553,204,801,2055]	[4,0,1,1]	[7073,2075,3438,7258]	7.5866e-03	9.3059e-01	1.3180e+00
GUSB	[3,0,0,1]	[4553,204,801,2055]	[5,0,1,4]	[7072,2075,3438,7255]	1.8937e-03	9.6529e-01	8.5944e-01
GVQW3	[3,0,0,0]	[4553,204,801,2056]	[4,1,0,0]	[7073,2074,3439,7259]	6.2671e-02	8.0232e-01	1.1021e+00
GXYLT1	[3,0,0,0]	[4553,204,801,2056]	[2,3,0,4]	[7075,2072,3439,7255]	7.1778e-02	7.8877e-01	9.4332e-01
GXYLT2	[3,0,1,0]	[4553,204,800,2056]	[3,0,0,3]	[7074,2075,3439,7256]	4.2628e-02	8.3643e-01	1.4351e+00
GYG1	[3,0,1,1]	[4553,204,800,2055]	[2,5,1,4]	[7075,2070,3438,7255]	1.3587e-01	7.1242e-01	1.4835e+00
GYG2	[3,0,0,1]	[4553,204,801,2055]	[1,0,0,5]	[7076,2075,3439,7254]	1.8698e-01	6.6544e-01	1.7422e+00
GYPB	[0,1,1,0]	[4556,203,800,2056]	[2,0,0,0]	[7075,2075,3439,7259]	2.7009e-01	6.0327e-01	2.1979e+00
GYPC	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,3]	[7077,2075,3439,7256]	5.0970e-02	8.2138e-01	0.0000e+00
GYPE	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	1.2793e-02	9.0995e-01	4.9666e-01
GYS1	[2,0,0,0]	[4554,204,801,2056]	[6,0,0,2]	[7071,2075,3439,7257]	5.1348e-01	4.7364e-01	4.3568e-01
GZF1	[0,0,0,0]	[4556,204,801,2056]	[1,0,1,0]	[7076,2075,3438,7259]	1.6577e-02	8.9755e-01	0.0000e+00
GZMA	[1,0,0,0]	[4555,204,801,2056]	[4,3,0,0]	[7073,2072,3439,7259]	3.6803e-01	5.4408e-01	3.3138e-01
GZMM	[1,0,0,0]	[4555,204,801,2056]	[5,1,1,1]	[7072,2074,3438,7258]	9.9138e-01	3.1941e-01	2.4743e-01
H1FOO	[2,0,0,2]	[4554,204,801,2054]	[2,0,0,4]	[7075,2075,3439,7255]	1.8698e-01	6.6544e-01	1.6661e+00
H1FX	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
H2AFJ	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
H2AFVP1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
H2AFZP1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
H2BFM	[0,0,0,0]	[4556,204,801,2056]	[0,3,0,0]	[7077,2072,3439,7259]	2.1931e-01	6.3957e-01	0.0000e+00
H2BFWT	[0,0,0,1]	[4556,204,801,2055]	[0,1,0,1]	[7077,2074,3439,7258]	2.2516e-03	9.6215e-01	2.5125e+00
H3F3C	[0,1,1,2]	[4556,203,800,2054]	[0,0,3,3]	[7077,2075,3436,7256]	1.5489e+00	2.1331e-01	2.6710e+00
H6PD	[5,0,0,0]	[4551,204,801,2056]	[6,0,0,4]	[7071,2075,3439,7255]	2.8884e-02	8.6505e-01	9.4088e-01
HAAO	[1,0,0,0]	[4555,204,801,2056]	[0,1,0,5]	[7077,2074,3439,7254]	6.0905e-03	9.3779e-01	5.0989e-01
HABP2	[0,0,0,2]	[4556,204,801,2054]	[4,3,0,15]	[7073,2072,3439,7244]	2.3157e+00	1.2807e-01	3.0244e-01
HABP4	[2,0,0,2]	[4554,204,801,2054]	[2,1,2,3]	[7075,2074,3437,7256]	5.9716e-02	8.0695e-01	1.4511e+00
HACD1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.9055e-01	6.6246e-01	0.0000e+00
HACD3	[2,0,0,1]	[4554,204,801,2055]	[1,0,0,1]	[7076,2075,3439,7258]	7.3756e-01	3.9044e-01	3.2605e+00
HACD4	[3,0,0,0]	[4553,204,801,2056]	[0,2,0,1]	[7077,2073,3439,7258]	8.1577e-01	3.6642e-01	4.5656e+00
HACE1	[2,0,0,0]	[4554,204,801,2056]	[3,0,2,1]	[7074,2075,3437,7258]	1.9308e-03	9.6495e-01	6.8597e-01
HACL1	[3,1,0,1]	[4553,203,801,2055]	[5,3,2,4]	[7072,2072,3437,7255]	6.5768e-02	7.9760e-01	1.0079e+00
HADH	[3,0,0,0]	[4553,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	6.5596e-03	9.3545e-01	1.4904e+00
HADHA	[1,0,0,1]	[4555,204,801,2055]	[0,0,0,4]	[7077,2075,3439,7255]	2.0630e-05	9.9638e-01	1.5720e+00
HADHB	[2,0,1,1]	[4554,204,800,2055]	[3,2,0,3]	[7074,2073,3439,7256]	3.8571e-02	8.4430e-01	1.3925e+00
HAGH	[2,0,0,0]	[4554,204,801,2056]	[3,0,0,3]	[7074,2075,3439,7256]	8.4905e-03	9.2658e-01	6.6221e-01
HAL	[0,0,0,1]	[4556,204,801,2055]	[4,0,0,5]	[7073,2075,3439,7254]	9.7497e-01	3.2344e-01	2.9170e-01
HAMP	[3,0,0,0]	[4553,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	2.4569e+00	1.1701e-01	Infinity
HAO1	[1,1,0,1]	[4555,203,801,2055]	[3,3,0,5]	[7074,2072,3439,7254]	2.7287e-02	8.6880e-01	9.0218e-01
HAO2	[6,1,0,2]	[4550,203,801,2054]	[9,1,0,3]	[7068,2074,3439,7256]	3.9260e-01	5.3094e-01	1.4315e+00
HAP1	[3,0,1,5]	[4553,204,800,2051]	[3,3,0,8]	[7074,2072,3439,7251]	1.9635e+00	1.6114e-01	2.0372e+00
HAPLN1	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,1]	[7076,2074,3439,7258]	8.2874e-02	7.7344e-01	0.0000e+00
HAPLN2	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	1.1103e-03	9.7342e-01	0.0000e+00
HAPLN3	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
HARBI1	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	1.2793e-02	9.0995e-01	4.9666e-01
HARS	[0,0,0,0]	[4556,204,801,2056]	[0,0,2,0]	[7077,2075,3437,7259]	4.8716e-02	8.2531e-01	0.0000e+00
HARS2	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.7936e-01	5.3795e-01	5.5125e+00
HAS1	[4,0,0,0]	[4552,204,801,2056]	[3,2,0,4]	[7074,2073,3439,7255]	3.6566e-02	8.4835e-01	1.0879e+00
HAS3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
HAT1	[1,0,0,1]	[4555,204,801,2055]	[2,0,0,1]	[7075,2075,3439,7258]	1.2793e-02	9.0995e-01	1.3822e+00
HAUS1	[3,0,0,1]	[4553,204,801,2055]	[0,0,0,1]	[7077,2075,3439,7258]	3.3516e+00	6.7141e-02	1.1805e+01
HAUS2	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	7.3382e-02	7.8647e-01	1.2119e+00
HAUS3	[3,0,0,1]	[4553,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.9944e+00	2.5430e-02	Infinity
HAUS5	[0,0,1,0]	[4556,204,800,2056]	[4,0,2,3]	[7073,2075,3437,7256]	8.7041e-01	3.5084e-01	3.1105e-01
HAUS6	[4,0,0,4]	[4552,204,801,2052]	[7,1,1,7]	[7070,2074,3438,7252]	4.9708e-02	8.2357e-01	1.2162e+00
HAUS8	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	6.4018e-01	4.2365e-01	0.0000e+00
HAVCR1	[2,0,0,3]	[4554,204,801,2053]	[4,1,0,1]	[7073,2074,3439,7258]	6.3100e-01	4.2699e-01	1.8944e+00
HAVCR2	[3,0,0,0]	[4553,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	4.5159e-01	5.0158e-01	2.9812e+00
HAX1	[3,0,0,0]	[4553,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	6.5596e-03	9.3545e-01	1.4904e+00
HBA1	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,0]	[7074,2075,3439,7259]	4.6522e-03	9.4562e-01	5.1767e-01
HBD	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.9055e-01	6.6246e-01	0.0000e+00
HBM	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	1.8666e-01	6.6571e-01	9.9345e-01
HBP1	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	1.1103e-03	9.7342e-01	0.0000e+00
HBS1L	[3,0,0,1]	[4553,204,801,2055]	[3,2,0,2]	[7074,2073,3439,7257]	4.5285e-02	8.3148e-01	1.4508e+00
HBZ	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
HCAR1	[8,0,1,0]	[4548,204,800,2056]	[8,0,3,4]	[7069,2075,3436,7255]	6.9350e-02	7.9229e-01	1.2393e+00
HCCS	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
HCFC1	[1,0,0,2]	[4555,204,801,2054]	[1,0,0,0]	[7076,2075,3439,7259]	1.9822e+00	1.5915e-01	5.5339e+00
HCFC2	[0,0,0,0]	[4556,204,801,2056]	[0,0,1,1]	[7077,2075,3438,7258]	2.5108e-02	8.7410e-01	0.0000e+00
HCK	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.2793e-02	9.0995e-01	1.4606e+00
HCLS1	[0,0,0,1]	[4556,204,801,2055]	[1,1,0,0]	[7076,2074,3439,7259]	8.2874e-02	7.7344e-01	1.6196e+00
HCN1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
HCN2	[0,0,0,1]	[4556,204,801,2055]	[2,0,0,0]	[7075,2075,3439,7259]	3.7936e-01	5.3795e-01	9.9488e-01
HCN3	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,2]	[7076,2075,3439,7257]	2.9989e-03	9.5633e-01	1.6659e+00
HCN4	[3,0,0,1]	[4553,204,801,2055]	[3,1,0,2]	[7074,2074,3439,7257]	7.8354e-02	7.7954e-01	1.5270e+00
HCP5	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
HCRTR1	[0,0,0,0]	[4556,204,801,2056]	[4,0,0,5]	[7073,2075,3439,7254]	2.5985e+00	1.0696e-01	0.0000e+00
HCRTR2	[1,0,0,0]	[4555,204,801,2056]	[0,2,0,3]	[7077,2073,3439,7256]	7.7834e-02	7.8025e-01	7.2321e-01
HDAC1	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	7.3382e-02	7.8647e-01	1.2119e+00
HDAC10	[0,0,2,2]	[4556,204,799,2054]	[5,2,3,11]	[7072,2073,3436,7248]	4.8385e-01	4.8668e-01	6.1952e-01
HDAC11	[1,0,0,0]	[4555,204,801,2056]	[0,2,0,4]	[7077,2073,3439,7255]	1.9815e-03	9.6449e-01	5.7289e-01
HDAC1P2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
HDAC2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
HDAC2-AS2	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.7936e-01	5.3795e-01	9.9345e-01
HDAC4	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.7936e-01	5.3795e-01	5.5125e+00
HDAC5	[2,0,0,0]	[4554,204,801,2056]	[3,0,0,3]	[7074,2075,3439,7256]	8.4905e-03	9.2658e-01	6.6221e-01
HDAC6	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
HDAC7	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	7.3382e-02	7.8647e-01	1.2119e+00
HDAC9	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.7936e-01	5.3795e-01	5.5125e+00
HDC	[1,0,0,0]	[4555,204,801,2056]	[3,1,0,3]	[7074,2074,3439,7256]	4.3190e-01	5.1106e-01	3.1567e-01
HDDC2	[1,0,0,0]	[4555,204,801,2056]	[2,1,2,0]	[7075,2074,3437,7259]	1.8360e-02	8.9222e-01	4.8637e-01
HDDC3	[0,0,0,1]	[4556,204,801,2055]	[3,0,0,1]	[7074,2075,3439,7258]	1.2793e-02	9.0995e-01	5.5833e-01
HDGF	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
HDGFL1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
HDGFL2	[2,0,0,0]	[4554,204,801,2056]	[1,2,0,3]	[7076,2073,3439,7256]	1.6803e-01	6.8187e-01	9.8692e-01
HDHD2	[1,0,0,0]	[4555,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	2.4908e-01	6.1772e-01	1.2644e+00
HDHD5	[3,0,0,1]	[4553,204,801,2055]	[4,1,0,5]	[7073,2074,3439,7254]	4.2732e-02	8.3623e-01	9.4368e-01
HDLBP	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
HDX	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.7936e-01	5.3795e-01	9.9345e-01
HEATR1	[3,0,0,0]	[4553,204,801,2056]	[3,1,1,0]	[7074,2074,3438,7259]	9.8935e-03	9.2077e-01	1.2559e+00
HEATR3	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
HEATR4	[1,0,0,3]	[4555,204,801,2053]	[5,2,0,0]	[7072,2073,3439,7259]	4.5285e-02	8.3148e-01	1.3786e+00
HEATR5A	[6,1,0,3]	[4550,203,801,2053]	[8,2,5,12]	[7069,2073,3434,7247]	3.5145e-02	8.5129e-01	9.9900e-01
HEATR5B	[5,0,0,2]	[4551,204,801,2054]	[5,7,0,10]	[7072,2068,3439,7249]	1.8971e-02	8.9045e-01	9.5997e-01
HEATR6	[2,0,1,2]	[4554,204,800,2054]	[10,0,0,10]	[7067,2075,3439,7249]	8.1844e-01	3.6564e-01	5.8540e-01
HEATR9	[1,0,0,0]	[4555,204,801,2056]	[2,1,0,0]	[7075,2074,3439,7259]	6.9692e-02	7.9179e-01	6.9695e-01
HEBP2	[3,0,0,0]	[4553,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.0638e+00	3.0236e-01	5.8829e+00
HECA	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.4786e-01	7.0059e-01	7.7662e-01
HECTD1	[3,0,0,0]	[4553,204,801,2056]	[1,1,0,5]	[7076,2074,3439,7254]	3.5607e-02	8.5033e-01	1.1517e+00
HECTD2	[0,0,0,0]	[4556,204,801,2056]	[0,1,1,0]	[7077,2074,3438,7259]	2.0915e-01	6.4743e-01	0.0000e+00
HECTD3	[0,0,1,2]	[4556,204,800,2054]	[1,1,0,2]	[7076,2074,3439,7257]	7.7268e-01	3.7939e-01	2.5692e+00
HECTD4	[1,0,0,1]	[4555,204,801,2055]	[3,1,0,5]	[7074,2074,3439,7254]	1.1172e-01	7.3819e-01	5.8585e-01
HECW1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,1]	[7077,2075,3439,7258]	9.9703e-03	9.2046e-01	3.5319e+00
HECW2	[1,0,1,0]	[4555,204,800,2056]	[1,0,0,2]	[7076,2075,3439,7257]	7.6593e-03	9.3026e-01	1.7039e+00
HEG1	[1,0,2,1]	[4555,204,799,2055]	[1,3,2,0]	[7076,2072,3437,7259]	1.4391e+00	2.3029e-01	2.9015e+00
HELB	[3,0,0,1]	[4553,204,801,2055]	[5,5,0,10]	[7072,2070,3439,7249]	5.4168e-01	4.6174e-01	5.6435e-01
HELLS	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
HELQ	[3,0,0,2]	[4553,204,801,2054]	[7,6,1,5]	[7070,2069,3438,7254]	1.1186e-01	7.3804e-01	7.4006e-01
HELT	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
HELZ	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
HELZ2	[2,0,0,1]	[4554,204,801,2055]	[6,5,1,5]	[7071,2070,3438,7254]	7.2666e-01	3.9397e-01	4.8783e-01
HEMGN	[4,0,1,0]	[4552,204,800,2056]	[9,0,0,6]	[7068,2075,3439,7253]	2.8516e-01	5.9334e-01	6.6888e-01
HEMK1	[2,0,0,0]	[4554,204,801,2056]	[2,0,1,1]	[7075,2075,3438,7258]	1.7744e-01	6.7358e-01	1.0199e+00
HENMT1	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,4]	[7075,2075,3439,7255]	2.2186e-01	6.3762e-01	3.6506e-01
HEPACAM2	[5,0,0,0]	[4551,204,801,2056]	[8,1,1,1]	[7069,2074,3438,7258]	2.3408e-03	9.6141e-01	8.3727e-01
HEPH	[2,0,0,1]	[4554,204,801,2055]	[7,0,0,2]	[7070,2075,3439,7257]	1.7749e-01	6.7354e-01	6.2692e-01
HEPHL1	[9,1,0,3]	[4547,203,801,2053]	[11,2,2,13]	[7066,2073,3437,7246]	2.9712e-02	8.6315e-01	1.1281e+00
HERC1	[3,1,0,0]	[4553,203,801,2056]	[3,0,2,1]	[7074,2075,3437,7258]	1.0735e-01	7.4318e-01	1.5427e+00
HERC2	[3,1,0,0]	[4553,203,801,2056]	[3,0,2,4]	[7074,2075,3437,7255]	1.5984e-02	8.9939e-01	1.1232e+00
HERC3	[0,1,0,0]	[4556,203,801,2056]	[3,0,0,2]	[7074,2075,3439,7257]	3.7179e-02	8.4710e-01	5.6329e-01
HERC4	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
HERC5	[0,0,0,0]	[4556,204,801,2056]	[7,5,0,8]	[7070,2070,3439,7251]	5.7545e+00	1.6447e-02	0.0000e+00
HERC6	[6,1,0,5]	[4550,203,801,2051]	[10,5,3,6]	[7067,2070,3436,7253]	4.3594e-01	5.0909e-01	1.3526e+00
HERPUD2	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
HES1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
HES2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
HESX1	[8,0,0,0]	[4548,204,801,2056]	[3,0,0,4]	[7074,2075,3439,7255]	1.6125e+00	2.0414e-01	2.3664e+00
HEXB	[0,0,0,0]	[4556,204,801,2056]	[1,2,0,3]	[7076,2073,3439,7256]	5.8559e-01	4.4413e-01	0.0000e+00
HEXD	[2,1,0,0]	[4554,203,801,2056]	[3,1,0,2]	[7074,2074,3439,7257]	3.6469e-03	9.5185e-01	1.2471e+00
HEY2	[0,0,0,2]	[4556,204,801,2054]	[1,0,0,0]	[7076,2075,3439,7259]	7.6393e-01	3.8210e-01	3.9795e+00
HEYL	[1,0,0,0]	[4555,204,801,2056]	[5,1,0,2]	[7072,2074,3439,7257]	1.0282e+00	3.1059e-01	2.4427e-01
HFE	[1,1,0,1]	[4555,203,801,2055]	[1,0,0,2]	[7076,2075,3439,7257]	8.6724e-01	3.5172e-01	2.7592e+00
HFM1	[5,0,2,2]	[4551,204,799,2054]	[13,1,4,8]	[7064,2074,3435,7251]	1.3713e-01	7.1115e-01	8.0765e-01
HGD	[0,0,0,1]	[4556,204,801,2055]	[2,1,0,7]	[7075,2074,3439,7252]	6.7063e-01	4.1283e-01	3.2209e-01
HGF	[0,0,0,1]	[4556,204,801,2055]	[3,1,0,1]	[7074,2074,3439,7258]	3.7179e-02	8.4710e-01	5.2468e-01
HGFAC	[4,0,0,3]	[4552,204,801,2053]	[7,3,0,8]	[7070,2072,3439,7251]	5.1649e-02	8.2022e-01	9.9905e-01
HGH1	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.2358e-02	7.6120e-01	2.7562e+00
HGSNAT	[2,0,0,4]	[4554,204,801,2052]	[4,0,4,4]	[7073,2075,3435,7255]	1.1570e-01	7.3374e-01	1.3524e+00
HHAT	[4,0,0,0]	[4552,204,801,2056]	[3,0,0,3]	[7074,2075,3439,7256]	4.2512e-03	9.4801e-01	1.3248e+00
HHIPL1	[3,0,0,0]	[4553,204,801,2056]	[6,2,0,6]	[7071,2073,3439,7253]	6.9974e-01	4.0287e-01	4.7344e-01
HHIPL2	[3,0,0,3]	[4553,204,801,2053]	[12,3,1,4]	[7065,2072,3438,7255]	3.6682e-01	5.4475e-01	6.8899e-01
HHLA1	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,2]	[7076,2074,3439,7257]	2.6907e-01	6.0396e-01	0.0000e+00
HHLA2	[1,0,0,1]	[4555,204,801,2055]	[4,1,0,6]	[7073,2074,3439,7253]	4.8236e-01	4.8735e-01	4.6541e-01
HIBADH	[2,0,0,1]	[4554,204,801,2055]	[1,0,1,1]	[7076,2075,3438,7258]	3.9826e-01	5.2799e-01	2.4915e+00
HIBCH	[1,0,0,0]	[4555,204,801,2056]	[5,4,0,4]	[7072,2071,3439,7255]	1.7899e+00	1.8094e-01	1.9005e-01
HIC1	[2,0,0,2]	[4554,204,801,2054]	[3,1,0,2]	[7074,2074,3439,7257]	1.6539e-01	6.8424e-01	1.6272e+00
HID1	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
HIF1A	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
HIF1AN	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	1.1103e-03	9.7342e-01	0.0000e+00
HIF3A	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
HIGD1C	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
HIGD2B	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
HIKESHI	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	1.0781e+00	2.9913e-01	Infinity
HINFP	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,1]	[7076,2075,3439,7258]	9.2358e-02	7.6120e-01	2.2664e+00
HINT3	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
HIP1	[1,0,1,1]	[4555,204,800,2055]	[2,0,1,1]	[7075,2075,3438,7258]	1.8742e-01	6.6507e-01	1.8435e+00
HIP1R	[5,0,1,3]	[4551,204,800,2053]	[3,1,1,5]	[7074,2074,3438,7254]	2.6775e+00	1.0178e-01	2.4229e+00
HIPK1	[3,0,0,1]	[4553,204,801,2055]	[3,1,1,0]	[7074,2074,3438,7259]	2.3086e-01	6.3089e-01	1.7924e+00
HIPK2	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.2793e-02	9.0995e-01	1.4606e+00
HIPK3	[1,0,0,1]	[4555,204,801,2055]	[4,0,0,3]	[7073,2075,3439,7256]	6.1931e-02	8.0347e-01	6.2250e-01
HIPK4	[0,0,0,1]	[4556,204,801,2055]	[1,4,0,1]	[7076,2071,3439,7258]	1.0509e-01	7.4581e-01	8.0302e-01
HIRA	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
HIRIP3	[0,0,0,2]	[4556,204,801,2054]	[7,0,0,2]	[7070,2075,3439,7257]	5.3690e-01	4.6372e-01	4.8959e-01
HIST1H1A	[3,0,0,0]	[4553,204,801,2056]	[2,2,1,6]	[7075,2073,3438,7253]	8.9202e-03	9.2475e-01	7.3718e-01
HIST1H1B	[1,0,0,1]	[4555,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	1.9205e+00	1.6580e-01	Infinity
HIST1H1C	[1,0,0,0]	[4555,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	8.2874e-02	7.7344e-01	1.9610e+00
HIST1H1D	[2,0,0,0]	[4554,204,801,2056]	[3,0,0,4]	[7074,2075,3439,7255]	6.1931e-02	8.0347e-01	5.9116e-01
HIST1H1T	[4,0,0,1]	[4552,204,801,2055]	[3,4,0,4]	[7074,2071,3439,7255]	3.0894e-02	8.6048e-01	1.3300e+00
HIST1H2AA	[1,0,0,0]	[4555,204,801,2056]	[6,0,0,3]	[7071,2075,3439,7256]	1.6602e+00	1.9758e-01	2.0184e-01
HIST1H2AB	[2,0,0,0]	[4554,204,801,2056]	[8,2,1,2]	[7069,2073,3438,7257]	1.6292e+00	2.0181e-01	3.0837e-01
